_id,spending_behavior,processing_timestamp,applicant_info.full_name,applicant_info.email,applicant_info.ssn,applicant_info.ip_address,applicant_info.gender,applicant_info.date_of_birth,applicant_info.zip_code,financials.annual_income,financials.credit_history_months,financials.debt_to_income,financials.savings_balance,decision.loan_approved,decision.rejection_reason,loan_purpose,decision.interest_rate,decision.approved_amount,financials.annual_salary,notes
app_478,"[{'category': 'Entertainment', 'amount': 624}]",,Christine Young,christine.young13@hotmail.com,558-88-5577,192.168.174.101,Female,1994-06-30,90294,74000,21,0.28,21504,True,,,2.9,52000.0,,
app_242,"[{'category': 'Insurance', 'amount': 435}, {'category': 'Utilities', 'amount': 742}]",,Raymond Davis,raymond.davis31@outlook.com,493-70-3412,172.26.163.12,Male,1993-01-11,90273,51000,84,0.42,28348,False,algorithm_risk_score,moving,,,,
app_243,"[{'category': 'Education', 'amount': 89}]",,Kimberly Taylor,kimberly.taylor23@yahoo.com,154-17-2958,10.147.50.59,Female,1981-12-25,90293,113000,34,0.15,36980,False,algorithm_risk_score,medical,,,,
app_480,"[{'category': 'Insurance', 'amount': 171}]",,Gregory Davis,gregory.davis23@icloud.com,854-74-6180,192.168.243.203,Male,1969-11-01,10001,104000,70,0.19,25163,True,,,3.9,68000.0,,
app_481,"[{'category': 'Dining', 'amount': 725}]",,Nicole Nguyen,nicole.nguyen89@outlook.com,891-16-6831,172.18.35.225,Female,27/07/1985,90229,142000,38,0.17,62154,True,,,3.3,56000.0,,
app_483,"[{'category': 'Entertainment', 'amount': 474}]",,Michael Sanchez,michael.sanchez85@aol.com,871-12-1159,192.168.5.114,M,1975-09-11,10047,99000,44,0.07,27423,True,,,6.5,80000.0,,
app_247,"[{'category': 'Rent', 'amount': 594}, {'category': 'Healthcare', 'amount': 530}]",,Dorothy Torres,dorothy.torres17@aol.com,850-95-2871,192.168.138.165,Female,1999/06/16,90231,64000,0,0.21,22335,False,algorithm_risk_score,wedding,,,,
app_248,"[{'category': 'Travel', 'amount': 620}]",,Susan Clark,susan.clark76@outlook.com,759-56-5500,10.196.31.120,F,1963-12-07,90258,84000,111,0.2,41525,False,algorithm_risk_score,debt_consolidation,,,,
app_484,"[{'category': 'Insurance', 'amount': 286}, {'category': 'Travel', 'amount': 693}]",,Samuel Green,samuel.green79@gmail.com,497-67-8063,10.113.219.15,Male,1990-08-10,10001,69000,27,0.27,10775,True,,,3.2,34000.0,,
app_003,"[{'category': 'Healthcare', 'amount': 450}]",,Lisa Gonzalez,lisa.gonzalez51@yahoo.com,833-33-5929,172.21.35.195,Female,1982-08-24,90213,65000,74,0.43,7090,True,,,3.4,76000.0,,
app_254,"[{'category': 'Groceries', 'amount': 691}]",,Dennis Torres,dennis.torres14@icloud.com,521-92-4764,10.120.100.163,Male,1981-09-28,10003,77000,31,0.4,29666,True,,,2.9,46000.0,,
app_255,"[{'category': 'Entertainment', 'amount': 98}, {'category': 'Alcohol', 'amount': 229}]",,Larry Ramirez,larry.ramirez85@mail.com,646-37-3934,192.168.14.184,Male,1991/08/05,10083,59000,32,0.07,13853,True,,,4.8,55000.0,,
app_256,"[{'category': 'Travel', 'amount': 79}, {'category': 'Utilities', 'amount': 178}]",,William Wright,william.wright77@icloud.com,617-29-5383,192.168.243.142,Male,03/05/1995,10051,55000,18,0.23,13079,True,,,3.7,69000.0,,
app_257,"[{'category': 'Utilities', 'amount': 556}]",,Stephanie Allen,stephanie.allen86@aol.com,509-17-2576,10.114.115.229,Female,08/09/1985,90252,68000,38,0.33,8646,True,,,4.4,58000.0,,
app_258,"[{'category': 'Education', 'amount': 661}, {'category': 'Insurance', 'amount': 599}, {'category': 'Healthcare', 'amount': 109}]",,Laura Thompson,laura.thompson44@protonmail.com,112-40-9635,10.248.44.99,Female,1975-04-14,90273,71000,119,0.19,21151,True,,,6.5,73000.0,,
app_259,"[{'category': 'Healthcare', 'amount': 549}]",,Debra Harris,debra.harris54@aol.com,397-87-5682,192.168.219.135,Female,1964-02-29,90260,94000,92,0.27,54425,True,,,6.0,44000.0,,
app_495,"[{'category': 'Fitness', 'amount': 441}]",,Cynthia Baker,cynthia.baker91@gmail.com,197-64-9441,172.22.234.154,Female,1963-05-16,10069,71000,80,0.34,24928,True,,,4.8,68000.0,,
app_051,"[{'category': 'Dining', 'amount': 251}]",2027-01-20T00:00:00Z,Nicholas Thompson,nicholas.thompson68@icloud.com,700-28-7948,172.16.4.236,M,07/15/1999,10060,35000,77,0.2,9646,False,low_income,,,,,
app_263,"[{'category': 'Entertainment', 'amount': 372}]",,Jeffrey Green,jeffrey.green8@hotmail.com,183-73-3729,172.26.114.52,Male,1983-12-16,10055,153000,64,0.07,39627,True,,,5.0,68000.0,,
app_264,"[{'category': 'Shopping', 'amount': 802}]",,Stephen Wright,stephen.wright37@yahoo.com,988-31-5993,172.20.59.38,Male,1996/04/07,10063,50000,19,0.23,17902,True,,,4.3,39000.0,,
app_267,"[{'category': 'Groceries', 'amount': 133}, {'category': 'Shopping', 'amount': 723}, {'category': 'Transportation', 'amount': 394}]",,Donald Adams,donald.adams15@mail.com,177-32-2203,10.37.119.151,Male,1976-01-24,10056,82000,65,0.19,40258,True,,,6.0,63000.0,,
app_271,"[{'category': 'Travel', 'amount': 54}, {'category': 'Utilities', 'amount': 74}]",,Katherine Lopez,katherine.lopez84@gmail.com,696-78-1129,192.168.120.3,Female,07/28/1988,90273,95000,44,0.35,34950,True,,,5.8,17000.0,,
app_273,"[{'category': 'Shopping', 'amount': 604}, {'category': 'Travel', 'amount': 163}]",,Justin Jackson,justin.jackson12@outlook.com,855-33-5461,192.168.235.7,Male,1995-02-22,10033,82000,88,0.26,24454,True,,,4.4,44000.0,,
app_274,"[{'category': 'Utilities', 'amount': 452}, {'category': 'Insurance', 'amount': 277}]",,Samantha Williams,samantha.williams57@icloud.com,437-17-2802,10.182.73.70,Female,1986/11/20,90235,89000,51,0.39,27953,True,,,5.6,65000.0,,
app_052,"[{'category': 'Rent', 'amount': 328}]",,Kenneth Campbell,kenneth.campbell16@protonmail.com,255-10-9021,192.168.174.67,Male,1965-05-05,10052,91000,119,0.11,38008,True,,,3.0,22000.0,,
app_021,"[{'category': 'Healthcare', 'amount': 513}]",,Maria Rodriguez,maria.rodriguez24@protonmail.com,661-89-6961,192.168.224.244,Female,12/08/1982,90234,100000,96,0.11,29386,True,,,4.7,40000.0,,
app_375,"[{'category': 'Travel', 'amount': 418}]",,Karen Brown,karen.brown39@aol.com,579-21-2895,192.168.221.138,Female,08/05/1984,90279,120000,64,0.37,50611,True,,,5.9,17000.0,,
app_377,"[{'category': 'Utilities', 'amount': 566}]",,Anna White,,617-17-3415,192.168.111.167,Female,1990-09-26,90237,116000,9,0.19,48943,True,,,4.5,40000.0,,
app_378,"[{'category': 'Shopping', 'amount': 523}]",,Jeffrey Baker,jeffrey.baker68@aol.com,868-86-8190,10.161.120.154,Male,1968-04-04,10034,131000,48,0.18,63712,True,,,4.3,56000.0,,
app_380,"[{'category': 'Fitness', 'amount': 521}, {'category': 'Alcohol', 'amount': 447}]",,Debra Anderson,debra.anderson61@outlook.com,309-91-9124,10.200.165.163,Female,01/07/1969,90294,86000,48,0.08,26763,True,,,5.7,19000.0,,
app_382,"[{'category': 'Travel', 'amount': 838}, {'category': 'Insurance', 'amount': 415}, {'category': 'Utilities', 'amount': 545}]",,Charles White,charles.white70@aol.com,160-88-7527,192.168.185.92,Male,1994-10-01,10091,102000,12,0.42,26781,True,,,5.8,22000.0,,
app_383,"[{'category': 'Shopping', 'amount': 452}]",,Richard Carter,richard.carter61@protonmail.com,893-66-4336,10.214.83.104,Male,1992-09-01,10058,62000,0,0.38,23113,True,,,4.9,43000.0,,
app_384,"[{'category': 'Groceries', 'amount': 415}]",,Joshua Walker,joshua.walker25@hotmail.com,556-25-7621,172.28.91.31,M,1997/02/27,10004,46000,3,0.06,9529,True,,,2.6,60000.0,,
app_385,"[{'category': 'Shopping', 'amount': 98}, {'category': 'Entertainment', 'amount': 181}]",,Sharon Thomas,sharon.thomas34@mail.com,229-81-3457,172.31.31.1,F,1979-12-24,90210,86000,44,0.39,27401,True,,,5.0,76000.0,,
app_386,"[{'category': 'Rent', 'amount': 350}]",,Angela Carter,angela.carter72@gmail.com,961-42-2857,172.21.133.119,F,03/20/1968,90283,84000,96,0.35,41312,True,,,4.7,66000.0,,
app_387,"[{'category': 'Entertainment', 'amount': 677}, {'category': 'Dining', 'amount': 514}, {'category': 'Alcohol', 'amount': 757}]",,Kimberly Clark,kimberly.clark21@aol.com,461-84-7853,10.72.175.55,F,17/09/1986,90243,83000,46,0.41,17222,True,,,5.4,23000.0,,
app_279,"[{'category': 'Transportation', 'amount': 725}, {'category': 'Fitness', 'amount': 722}, {'category': 'Shopping', 'amount': 260}]",,Joseph Scott,joseph.scott2@yahoo.com,448-37-9481,172.18.113.220,M,1982-12-11,30012,75000,76,0.39,4974,True,,,5.4,15000.0,,
app_281,"[{'category': 'Transportation', 'amount': 527}]",,Timothy Davis,timothy.davis7@outlook.com,971-87-5125,172.17.250.191,M,1988-09-06,10071,99000,26,0.29,39634,True,,,5.9,47000.0,,
app_284,"[{'category': 'Insurance', 'amount': 174}]",,Jennifer Wilson,jennifer.wilson74@aol.com,706-77-6780,10.66.16.52,F,1996/03/13,90276,56000,14,0.08,17759,True,,,2.7,52000.0,,
app_285,"[{'category': 'Healthcare', 'amount': 128}, {'category': 'Fitness', 'amount': 741}]",,Elizabeth Garcia,elizabeth.garcia70@mail.com,105-34-6367,192.168.188.222,Female,1987/06/28,90226,75000,16,0.17,13622,True,,,2.5,48000.0,,
app_286,"[{'category': 'Utilities', 'amount': 349}, {'category': 'Fitness', 'amount': 466}]",,Brian Johnson,brian.johnson29@gmail.com,302-29-8853,192.168.53.101,Male,1993-09-19,10048,85000,0,0.22,17452,True,,,5.4,46000.0,,
app_287,"[{'category': 'Utilities', 'amount': 331}, {'category': 'Education', 'amount': 571}]",,Janet Johnson,janet.johnson88@aol.com,205-59-5076,10.46.31.230,Female,1980-09-19,90285,105000,82,0.35,31931,True,,,6.1,43000.0,,
app_288,"[{'category': 'Shopping', 'amount': 434}]",,Susan Young,susan.young22@mail.com,159-19-1765,192.168.114.250,Female,1962-11-05,90252,88000,71,0.27,23054,True,,,5.5,67000.0,,
app_289,"[{'category': 'Shopping', 'amount': 361}]",,Alexander Thompson,alexander.thompson21@mail.com,161-62-3645,10.115.225.196,M,20/04/1979,10080,77000,93,0.42,33650,True,,,4.1,29000.0,,
app_290,"[{'category': 'Fitness', 'amount': 599}]",,Stephanie Perez,stephanie.perez69@gmail.com,866-48-3726,172.25.130.219,Female,1990-01-06,90221,104000,39,0.27,-5000,True,,,4.3,49000.0,,
app_291,"[{'category': 'Rent', 'amount': 684}]",,Dennis Rivera,dennis.rivera40@icloud.com,786-56-7935,10.35.42.14,Male,1990-05-29,10070,79000,44,0.41,19247,True,,,4.3,67000.0,,
app_292,"[{'category': 'Groceries', 'amount': 529}]",,Paul Rivera,paul.rivera53@hotmail.com,220-19-6890,10.5.165.220,Male,23/03/1984,10002,105000,125,0.24,63682,True,,,5.5,53000.0,,
app_358,"[{'category': 'Entertainment', 'amount': 380}]",,Robert White,robert.white40@yahoo.com,828-21-4537,10.199.204.216,Male,1991/02/04,10060,70000,47,0.35,6989,True,,,3.5,80000.0,,
app_360,"[{'category': 'Utilities', 'amount': 167}, {'category': 'Transportation', 'amount': 52}, {'category': 'Entertainment', 'amount': 363}]",,Eric Brown,eric.brown89@hotmail.com,659-91-9371,172.24.47.60,Male,1971-12-16,30007,107000,104,0.13,31281,True,,,2.8,53000.0,,
app_363,"[{'category': 'Healthcare', 'amount': 653}]",,Patrick Allen,patrick.allen34@outlook.com,213-45-1895,10.86.16.115,Male,1961-07-23,10039,86000,74,0.11,28378,True,,,6.2,37000.0,,
app_364,"[{'category': 'Transportation', 'amount': 401}]",,Sarah Jones,sarah.jones80@gmail.com,201-26-8876,192.168.154.187,F,1967-10-27,90270,69000,49,0.27,36070,True,,,6.2,27000.0,,
app_365,"[{'category': 'Insurance', 'amount': 763}]",,Donald Ramirez,donald.ramirez2@protonmail.com,639-74-5472,192.168.85.102,M,1989-04-20,10043,79000,53,0.08,10899,True,,,2.6,29000.0,,
app_367,"[{'category': 'Shopping', 'amount': 558}, {'category': 'Insurance', 'amount': 359}]",,Heather Davis,heather.davis33@icloud.com,618-61-5297,192.168.21.66,Female,04/08/1979,90212,97000,64,0.33,36196,True,,,2.7,76000.0,,
app_370,"[{'category': 'Rent', 'amount': 854}, {'category': 'Travel', 'amount': 196}, {'category': 'Insurance', 'amount': 455}]",,Alexander Hernandez,alexander.hernandez88@yahoo.com,113-57-7065,10.196.26.102,M,04/12/1975,10005,126000,41,0.05,60601,True,,,5.9,48000.0,,
app_295,"[{'category': 'Entertainment', 'amount': 674}, {'category': 'Alcohol', 'amount': 706}]",,George Lopez,george.lopez85@protonmail.com,312-66-6584,172.22.114.118,Male,1988-02-20,10070,98000,56,0.3,47469,True,,,6.5,18000.0,,
app_296,"[{'category': 'Education', 'amount': 157}]",,Mark Young,mark.young46@outlook.com,601-33-7524,10.10.178.72,Male,1987-07-11,10072,103000,57,0.45,44538,True,,,3.6,76000.0,,
app_297,"[{'category': 'Dining', 'amount': 897}, {'category': 'Groceries', 'amount': 693}]",,Daniel Green,daniel.green70@gmail.com,845-77-4845,172.29.27.236,Male,02/18/1983,10028,81000,84,0.38,30102,True,,,3.5,58000.0,,
app_298,"[{'category': 'Groceries', 'amount': 825}, {'category': 'Shopping', 'amount': 298}]",,Eric Perez,eric.perez81@hotmail.com,610-35-3744,172.16.112.87,Male,1962-04-27,10089,94000,129,0.4,44612,True,,,3.5,57000.0,,
app_300,"[{'category': 'Insurance', 'amount': 798}, {'category': 'Travel', 'amount': 401}]",,Ashley Scott,ashley.scott88@mail.com,638-10-7462,192.168.4.136,Female,11/06/1990,10094,75000,0,0.39,40180,True,,,3.5,36000.0,,
app_302,"[{'category': 'Travel', 'amount': 693}, {'category': 'Education', 'amount': 726}]",,James Martin,james.martin52@gmail.com,594-58-9666,10.42.101.217,M,2000-03-23,10016,60000,53,0.29,27973,True,,,3.0,21000.0,,
app_305,"[{'category': 'Education', 'amount': 629}, {'category': 'Insurance', 'amount': 619}]",,Mark Hernandez,mark.hernandez8@hotmail.com,460-68-4910,192.168.94.129,M,1984-04-09,10084,100000,30,0.07,44145,True,,,5.6,49000.0,,
app_306,"[{'category': 'Insurance', 'amount': 490}]",,Anna White,anna.white6@gmail.com,757-27-8131,10.26.176.56,Female,1978-07-26,90227,106000,80,0.29,63560,True,,,3.1,57000.0,,
app_307,"[{'category': 'Shopping', 'amount': 482}]",,Joseph Lee,joseph.lee69@aol.com,178-35-6543,10.189.246.72,M,1990/07/26,10097,53000,83,0.1,17420,True,,,6.1,57000.0,,
app_308,"[{'category': 'Utilities', 'amount': 169}, {'category': 'Rent', 'amount': 514}, {'category': 'Transportation', 'amount': 873}]",,Gregory Hernandez,gregory.hernandez16@yahoo.com,173-77-8335,192.168.209.8,Male,1986-04-27,10004,100000,37,0.33,44154,True,,,5.2,76000.0,,
app_277,"[{'category': 'Rent', 'amount': 222}]",,Jessica Nguyen,jessica.nguyen37@icloud.com,420-57-4295,172.19.191.150,Female,22/11/1960,90206,75000,108,0.14,22838,True,,,6.4,23000.0,,
app_342,"[{'category': 'Entertainment', 'amount': 206}]",,Samuel Garcia,samuel.garcia33@aol.com,178-98-4514,172.19.233.85,Male,1983-06-28,10070,45000,17,0.06,622,True,,,3.3,74000.0,,
app_347,"[{'category': 'Education', 'amount': 65}]",,Matthew Martinez,matthew.martinez83@outlook.com,365-28-4231,192.168.106.31,Male,1979-01-04,10094,80000,42,0.38,17742,True,,,6.3,38000.0,,
app_349,"[{'category': 'Fitness', 'amount': 567}, {'category': 'Entertainment', 'amount': 463}]",,Gregory King,gregory.king61@outlook.com,955-57-2824,192.168.140.62,Male,02/23/1989,10087,78000,44,0.34,8641,True,,,6.3,19000.0,,
app_350,"[{'category': 'Utilities', 'amount': 876}, {'category': 'Entertainment', 'amount': 670}]",,Linda Adams,,356-98-8263,10.207.183.196,Female,,90291,89000,52,0.2,14377,True,,,4.1,67000.0,,
app_351,"[{'category': 'Entertainment', 'amount': 809}]",2025-12-01T00:00:00Z,Gary Young,gary.young30@outlook.com,542-27-3301,10.156.74.115,Male,1995-04-14,30029,67000,9,0.12,26062,False,algorithm_risk_score,,,,,
app_352,"[{'category': 'Transportation', 'amount': 227}, {'category': 'Healthcare', 'amount': 514}]",,Deborah Miller,deborah.miller59@aol.com,514-30-3461,10.149.249.118,F,1961-11-04,90209,104000,110,0.32,25826,True,,,4.4,58000.0,,
app_354,"[{'category': 'Groceries', 'amount': 734}, {'category': 'Shopping', 'amount': 425}, {'category': 'Alcohol', 'amount': 439}]",,Gregory Torres,gregory.torres94@outlook.com,365-48-6262,10.76.180.77,Male,1978-12-28,10066,89000,104,0.33,47231,True,,,4.7,44000.0,,
app_355,"[{'category': 'Fitness', 'amount': 777}]",,Jack Mitchell,jack.mitchell87@protonmail.com,353-53-1904,172.30.107.103,Male,1974-07-24,90225,100000,73,0.35,42888,True,,,4.6,24000.0,,
app_356,"[{'category': 'Insurance', 'amount': 171}]",,Gary Davis,gary.davis57@gmail.com,291-94-4709,10.171.154.188,Male,1987-01-17,10058,69000,67,0.4,28596,True,,,5.9,37000.0,,
app_310,"[{'category': 'Utilities', 'amount': 451}, {'category': 'Alcohol', 'amount': 730}]",,Jessica Campbell,jessica.campbell45@protonmail.com,559-35-6495,172.30.195.170,Female,1990-03-06,90284,63000,27,0.37,18949,True,,,5.9,50000.0,,
app_311,"[{'category': 'Groceries', 'amount': 716}, {'category': 'Travel', 'amount': 285}]",,Anna Jones,anna.jones21@gmail.com,439-27-7275,172.18.235.175,Female,2001-10-02,90234,85432.789123,22,0.43,11285,True,,,4.2,44000.0,,
app_312,"[{'category': 'Travel', 'amount': 686}, {'category': 'Utilities', 'amount': 530}]",,Donald Rodriguez,donald.rodriguez39@protonmail.com,125-28-8331,172.17.36.15,Male,1995-03-11,10079,80000,0,0.39,12438,True,,,3.3,23000.0,,
app_313,"[{'category': 'Travel', 'amount': 853}, {'category': 'Transportation', 'amount': 851}]",,Laura Jones,laura.jones25@yahoo.com,473-60-3268,10.199.251.176,F,1991-03-14,90298,112000,15,0.08,39223,True,,,4.6,52000.0,,
app_317,"[{'category': 'Shopping', 'amount': 771}]",,Stephen Mitchell,stephen.mitchell26@yahoo.com,805-56-9241,172.16.60.139,Male,1981-10-27,10057,45000,105,0.22,19039,True,,,4.9,80000.0,,
app_320,"[{'category': 'Travel', 'amount': 403}, {'category': 'Utilities', 'amount': 706}]",,Jason Brown,jason.brown65@icloud.com,222-48-1592,192.168.52.13,Male,01/12/1978,90286,168000,58,0.35,13088,True,,,5.9,71000.0,,
app_493,"[{'category': 'Education', 'amount': 253}, {'category': 'Rent', 'amount': 509}, {'category': 'Transportation', 'amount': 413}]",,Katherine Jones,katherine.jones30@hotmail.com,815-55-6710,172.28.130.54,Female,1973-01-23,90245,100000,99,0.25,34716,True,,,4.1,24000.0,,
app_455,"[{'category': 'Insurance', 'amount': 508}, {'category': 'Fitness', 'amount': 863}]",,Anthony Wilson,anthony.wilson95@gmail.com,564-81-2410,192.168.136.24,M,1981-02-13,10020,92000,64,0.12,29125,True,,,5.1,59000.0,,
app_456,"[{'category': 'Dining', 'amount': 611}]",,David Jones,david.jones79@yahoo.com,968-66-9483,172.24.150.136,Male,1979-05-02,10070,84000,24,0.34,38163,True,,,6.5,74000.0,,
app_457,"[{'category': 'Rent', 'amount': 526}, {'category': 'Groceries', 'amount': 683}, {'category': 'Gambling', 'amount': 444}]",,Rebecca Roberts,rebecca.roberts71@icloud.com,713-43-5812,10.38.185.33,Female,11/18/1964,90270,126000,95,0.34,55610,True,,,6.2,34000.0,,
app_458,"[{'category': 'Groceries', 'amount': 424}, {'category': 'Alcohol', 'amount': 247}]",,Frank Rivera,frank.rivera78@gmail.com,493-26-1934,192.168.143.14,Male,1978-02-16,10006,90000,45,0.37,28672,True,,,4.3,45000.0,,
app_459,"[{'category': 'Insurance', 'amount': 237}]",,Scott Hall,scott.hall36@protonmail.com,322-10-9593,172.21.73.194,Male,25/05/1962,10004,114000,99,0.22,47221,True,,,4.5,52000.0,,
app_462,"[{'category': 'Healthcare', 'amount': 599}, {'category': 'Travel', 'amount': 773}]",,Debra Gonzalez,debra.gonzalez91@protonmail.com,364-67-3550,172.31.18.200,F,17/02/1966,90278,91000,78,0.18,25979,True,,,2.8,60000.0,,
app_465,"[{'category': 'Entertainment', 'amount': 205}]",,James Rivera,james.rivera15@outlook.com,853-96-1952,192.168.175.28,Male,1972-05-29,10041,72000,89,0.32,27863,True,,,5.7,20000.0,,
app_466,"[{'category': 'Dining', 'amount': 640}]",,Paul Anderson,paul.anderson7@outlook.com,799-49-1206,172.31.5.174,Male,1993/11/17,10055,80000,47,0.4,34196,True,,,4.3,57000.0,,
app_467,"[{'category': 'Healthcare', 'amount': 655}, {'category': 'Fitness', 'amount': 159}, {'category': 'Transportation', 'amount': 663}]",,Katherine Scott,katherine.scott80@yahoo.com,570-62-1571,172.18.240.4,F,1960-08-20,90204,75000,120,0.18,35398,True,,,5.1,78000.0,,
app_437,"[{'category': 'Dining', 'amount': 825}]",,Ashley Lopez,ashley.lopez68@icloud.com,637-73-3119,192.168.220.15,Female,01/02/1992,10033,107000,59,0.33,33144,True,,,5.6,69000.0,,
app_041,"[{'category': 'Travel', 'amount': 172}, {'category': 'Dining', 'amount': 419}]",,Linda Rodriguez,linda.rodriguez19@hotmail.com,456-57-5365,172.28.24.244,F,1972-10-10,90205,126000,76,0.06,85166,True,,,3.4,45000.0,,
app_043,"[{'category': 'Groceries', 'amount': 398}, {'category': 'Entertainment', 'amount': 464}]",,Daniel King,daniel.king27@mail.com,166-23-2000,10.204.248.60,Male,1985-08-17,10038,131000,-10,0.06,53098,True,,,3.9,68000.0,,
app_047,"[{'category': 'Fitness', 'amount': 147}]",,Katherine Lopez,katherine.lopez10@mail.com,241-14-6672,192.168.202.60,Female,1987-08-11,90280,101000,0,0.16,39861,True,,,5.6,32000.0,,
app_048,"[{'category': 'Rent', 'amount': 584}]",,Andrew Jones,andrew.jones20@hotmail.com,488-99-5520,172.18.247.172,M,08/26/1983,10064,107000,36,0.2,30597,True,,,5.6,47000.0,,
app_499,"[{'category': 'Groceries', 'amount': 810}]",,Deborah Lee,deborah.lee74@mail.com,843-60-2218,10.1.111.83,Female,1983-12-02,90218,111000,3,0.19,78838,True,,,4.1,62000.0,,
app_496,"[{'category': 'Fitness', 'amount': 175}]",,Rachel Miller,rachel.miller69@protonmail.com,953-69-6408,10.194.95.93,Female,1979-11-12,90211,87000,40,0.31,23949,True,,,6.2,25000.0,,
app_293,"[{'category': 'Travel', 'amount': 615}, {'category': 'Groceries', 'amount': 361}]",,Lisa Garcia,lisa.garcia37@gmail.com,200-24-4510,172.27.233.233,Female,1978-07-28,90246,102000,95,0.08,16304,True,,,3.4,46000.0,,
app_326,"[{'category': 'Utilities', 'amount': 872}, {'category': 'Transportation', 'amount': 819}, {'category': 'Groceries', 'amount': 584}]",,Jack Wilson,jack.wilson33@outlook.com,614-96-3065,172.23.51.88,Male,1985-06-28,10075,42000,2,0.4,12444,True,,,3.7,47000.0,,
app_328,"[{'category': 'Fitness', 'amount': 219}, {'category': 'Insurance', 'amount': 336}, {'category': 'Healthcare', 'amount': 178}]",,Raymond Nguyen,raymond.nguyen73@mail.com,759-78-1197,172.18.33.215,Male,1982-06-07,10076,93000,28,0.12,35502,True,,,3.7,66000.0,,
app_332,"[{'category': 'Education', 'amount': 810}]",,Timothy Green,timothy.green52@hotmail.com,677-21-7073,10.114.65.83,M,1981/09/28,10025,119000,70,0.19,43950,True,,,6.3,52000.0,,
app_333,"[{'category': 'Healthcare', 'amount': 83}]",,Brenda Rivera,brenda.rivera75@mail.com,531-44-6342,172.20.119.239,Female,1982-02-01,90254,85000,48,0.19,20643,True,,,5.3,73000.0,,
app_334,"[{'category': 'Transportation', 'amount': 445}, {'category': 'Rent', 'amount': 349}]",,Raymond Martinez,raymond.martinez88@hotmail.com,251-97-3004,172.27.74.105,Male,01/12/1979,10004,83000,29,0.1,42204,True,,,4.4,57000.0,,
app_335,"[{'category': 'Insurance', 'amount': 327}]",,Matthew Johnson,matthew.johnson43@protonmail.com,520-53-3058,10.184.100.56,Male,29/01/1977,10092,83000,75,0.16,57065,True,,,3.9,24000.0,,
app_337,"[{'category': 'Groceries', 'amount': 312}]",,Michelle Garcia,michelle.garcia72@protonmail.com,884-71-2102,10.253.246.138,Female,07/26/1993,90237,100000,60,0.41,56840,True,,,5.7,45000.0,,
app_338,"[{'category': 'Healthcare', 'amount': 818}]",,Stephanie Davis,stephanie.davis2@icloud.com,720-23-7583,192.168.65.96,Female,1983-10-26,90285,132000,82,0.14,42137,True,,,5.7,67000.0,,
app_339,"[{'category': 'Transportation', 'amount': 91}, {'category': 'Fitness', 'amount': 641}]",,Patricia Lopez,patricia.lopez90@icloud.com,187-21-4050,192.168.183.52,Female,1984/12/27,10081,107000,25,0.23,36367,True,,,4.8,15000.0,,
app_340,"[{'category': 'Education', 'amount': 205}, {'category': 'Entertainment', 'amount': 842}]",,Samantha Allen,samantha.allen89@protonmail.com,334-78-8984,172.26.145.134,F,1988-12-09,90238,107000,56,0.18,45341,True,,,4.3,33000.0,,
app_309,"[{'category': 'Rent', 'amount': 626}, {'category': 'Transportation', 'amount': 688}]",,Patricia Carter,patricia.carter75@gmail.com,392-82-4407,192.168.231.120,Female,1970-10-01,90250,63000,99,0.37,21769,True,,,5.1,72000.0,,
app_006,"[{'category': 'Shopping', 'amount': 121}, {'category': 'Insurance', 'amount': 570}]",,Scott Wright,scott.wright39@outlook.com,158-53-3545,172.26.92.152,Male,1987-07-12,10048,82000,24,0.21,0,True,,,6.2,27000.0,,
app_007,"[{'category': 'Transportation', 'amount': 290}, {'category': 'Healthcare', 'amount': 416}]",,Emma Clark,emma.clark14@protonmail.com,191-40-8079,192.168.11.34,Female,1989-06-13,90284,92000,77,0.08,21353,True,,,5.2,27000.0,,
app_029,"[{'category': 'Dining', 'amount': 258}]",,Rebecca Jackson,rebecca.jackson30@icloud.com,756-86-3510,172.31.169.14,F,2001-03-23,10035,46000,37,0.45,23075,True,,,3.1,48000.0,,
app_001,"[{'category': 'Fitness', 'amount': 576}]",,Stephanie Nguyen,stephanie.nguyen47@mail.com,427-90-1892,10.121.120.213,Female,1986-05-27,90230,102000,37,0.42,0,False,high_dti_ratio,,,,,
app_002,"[{'category': 'Education', 'amount': 533}]",,Kevin Roberts,kevin.roberts9@protonmail.com,992-61-4010,172.19.95.144,Male,1999-08-01,10020,41000,5,0.36,18200,False,algorithm_risk_score,,,,,
app_482,"[{'category': 'Education', 'amount': 646}, {'category': 'Transportation', 'amount': 152}, {'category': 'Insurance', 'amount': 172}]",,Joseph Sanchez,joseph.sanchez55@mail.com,706-13-4523,192.168.39.181,M,08/12/1975,10008,98000,61,0.33,23017,False,high_dti_ratio,,,,,
app_479,"[{'category': 'Transportation', 'amount': 136}]",,Sandra Jones,sandra.jones59@outlook.com,424-34-1670,172.25.239.70,F,1983/11/08,90205,,56,0.11,15630,False,algorithm_risk_score,,,,94000.0,
app_477,"[{'category': 'Groceries', 'amount': 343}, {'category': 'Transportation', 'amount': 340}]",,Dennis White,dennis.white80@yahoo.com,586-69-8442,192.168.193.44,Male,1992-08-07,10096,82000,12,0.42,22805,False,algorithm_risk_score,,,,,
